# Generated by src/org/elixir_lang/annotator/unicode_security/generate.exs from https://github.com/elixir-lang/elixir/tree/d33fd8e413fe98e0e54dde7ef94fadb272b1ef67/lib/elixir/unicode
# for Elixir 1.19.5, 1.20.4. Do not edit.
#
#     <first code point>\t<last code point>\t<u upper, s start, c continue>\t<script set: indexes into scripts, or * for all>
scripts	Latin	Arabic	Armenian	Avestan	Bengali	Bopomofo	Carian	Caucasian_Albanian	Chakma	Cherokee	Coptic	Cyrillic	Devanagari	Dogra	Duployan	Elbasan	Ethiopic	Georgian	Glagolitic	Gothic	Grantha	Greek	Gujarati	Gunjala_Gondi	Gurmukhi	Han	Han with Bopomofo	Hangul	Hebrew	Hiragana	Japanese	Kaithi	Kannada	Katakana	Khmer	Khojki	Korean	Lao	Lisu	Lydian	Mahajani	Malayalam	Myanmar	Nandinagari	Old_Permic	Oriya	Osage	Shavian	Sinhala	Sunuwar	Syloti_Nagri	Syriac	Tai_Le	Tamil	Telugu	Thaana	Thai	Tibetan	Tifinagh	Todhri	Toto	Tulu_Tigalari	Yezidi	Yi
B7	B7	c	0,3,6,10,14,15,17,18,19,21,23,25,26,30,36,39,40,44,47
C0	D6	u	0
D8	DE	u	0
DF	F6	s	0
F8	FF	s	0
100	100	u	0
101	101	s	0
102	102	u	0
103	103	s	0
104	104	u	0
105	105	s	0
106	106	u	0
107	107	s	0
108	108	u	0
109	109	s	0
10A	10A	u	0
10B	10B	s	0
10C	10C	u	0
10D	10D	s	0
10E	10E	u	0
10F	10F	s	0
110	110	u	0
111	111	s	0
112	112	u	0
113	113	s	0
116	116	u	0
117	117	s	0
118	118	u	0
119	119	s	0
11A	11A	u	0
11B	11B	s	0
11C	11C	u	0
11D	11D	s	0
11E	11E	u	0
11F	11F	s	0
120	120	u	0
121	121	s	0
122	122	u	0
123	123	s	0
124	124	u	0
125	125	s	0
126	126	u	0
127	127	s	0
128	128	u	0
129	129	s	0
12A	12A	u	0
12B	12B	s	0
12E	12E	u	0
12F	12F	s	0
130	130	u	0
131	131	s	0
134	134	u	0
135	135	s	0
136	136	u	0
137	137	s	0
139	139	u	0
13A	13A	s	0
13B	13B	u	0
13C	13C	s	0
13D	13D	u	0
13E	13E	s	0
141	141	u	0
142	142	s	0
143	143	u	0
144	144	s	0
145	145	u	0
146	146	s	0
147	147	u	0
148	148	s	0
14A	14A	u	0
14B	14B	s	0
14C	14C	u	0
14D	14D	s	0
150	150	u	0
151	151	s	0
152	152	u	0
153	153	s	0
154	154	u	0
155	155	s	0
158	158	u	0
159	159	s	0
15A	15A	u	0
15B	15B	s	0
15C	15C	u	0
15D	15D	s	0
15E	15E	u	0
15F	15F	s	0
160	160	u	0
161	161	s	0
164	164	u	0
165	165	s	0
166	166	u	0
167	167	s	0
168	168	u	0
169	169	s	0
16A	16A	u	0
16B	16B	s	0
16C	16C	u	0
16D	16D	s	0
16E	16E	u	0
16F	16F	s	0
170	170	u	0
171	171	s	0
172	172	u	0
173	173	s	0
174	174	u	0
175	175	s	0
176	176	u	0
177	177	s	0
178	179	u	0
17A	17A	s	0
17B	17B	u	0
17C	17C	s	0
17D	17D	u	0
17E	17E	s	0
181	181	u	0
186	186	u	0
189	18A	u	0
18E	191	u	0
192	192	s	0
194	194	u	0
196	198	u	0
199	199	s	0
19D	19D	u	0
1A0	1A0	u	0
1A1	1A1	s	0
1AF	1AF	u	0
1B0	1B0	s	0
1B2	1B3	u	0
1B4	1B4	s	0
1B7	1B7	u	0
1CD	1CD	u	0
1CE	1CE	s	0
1CF	1CF	u	0
1D0	1D0	s	0
1D1	1D1	u	0
1D2	1D2	s	0
1D3	1D3	u	0
1D4	1D4	s	0
1DD	1DD	s	0
1E6	1E6	u	0
1E7	1E7	s	0
1E8	1E8	u	0
1E9	1E9	s	0
1EE	1EE	u	0
1EF	1EF	s	0
1F8	1F8	u	0
1F9	1F9	s	0
218	218	u	0
219	219	s	0
21A	21A	u	0
21B	21B	s	0
244	244	u	0
24C	24C	u	0
24D	24D	s	0
253	254	s	0
256	257	s	0
259	259	s	0
25B	25B	s	0
263	263	s	0
268	269	s	0
272	272	s	0
289	289	s	0
28B	28B	s	0
292	292	s	0
2BB	2BB	s	*
2BC	2BC	s	0,4,11,12,38,56,60
300	300	c	0,9,10,11,21,44,49,52
301	301	c	0,9,11,21,46,49,52,59
302	302	c	0,9,11,58
303	303	c	0,18,49,51,56
304	304	c	0,7,9,10,11,19,21,46,51,58,59
306	306	c	0,11,21,44,58
307	307	c	0,10,14,28,44,51,52,58,59
308	308	c	0,2,11,14,19,21,28,44,51,52,58
309	309	c	0,58
30A	30A	c	0,14,51
30B	30B	c	0,9,11,46
30C	30C	c	0,9,52
31B	31B	c	*
323	323	c	0,9,14,30,33,51,58
326	328	c	*
331	331	c	0,7,9,19,49,51,56
386	386	u	21
388	38A	u	21
38C	38C	u	21
38E	38F	u	21
390	390	s	21
391	3A1	u	21
3A3	3AB	u	21
3AC	3BB	s	21
3BC	3BC	s	*
3BD	3CE	s	21
401	40C	u	11
40E	42F	u	11
430	44F	s	11
451	45C	s	11
45E	45F	s	11
490	490	u	11
491	491	s	11
492	492	u	11
493	493	s	11
494	494	u	11
495	495	s	11
496	496	u	11
497	497	s	11
498	498	u	11
499	499	s	11
49A	49A	u	11
49B	49B	s	11
49E	49E	u	11
49F	49F	s	11
4A0	4A0	u	11
4A1	4A1	s	11
4A2	4A2	u	11
4A3	4A3	s	11
4A4	4A4	u	11
4A5	4A5	s	11
4A8	4A8	u	11
4A9	4A9	s	11
4AA	4AA	u	11
4AB	4AB	s	11
4AC	4AC	u	11
4AD	4AD	s	11
4AE	4AE	u	11
4AF	4AF	s	11
4B0	4B0	u	11
4B1	4B1	s	11
4B2	4B2	u	11
4B3	4B3	s	11
4B4	4B4	u	11
4B5	4B5	s	11
4B6	4B6	u	11
4B7	4B7	s	11
4BA	4BA	u	11
4BB	4BB	s	11
4BC	4BC	u	11
4BD	4BD	s	11
4BE	4BE	u	11
4BF	4BF	s	11
4C0	4C0	u	11
4CF	4CF	s	11
4D0	4D0	u	11
4D1	4D1	s	11
4D2	4D2	u	11
4D3	4D3	s	11
4D4	4D4	u	11
4D5	4D5	s	11
4D6	4D6	u	11
4D7	4D7	s	11
4D8	4D8	u	11
4D9	4D9	s	11
4DC	4DC	u	11
4DD	4DD	s	11
4DE	4DE	u	11
4DF	4DF	s	11
4E0	4E0	u	11
4E1	4E1	s	11
4E2	4E2	u	11
4E3	4E3	s	11
4E4	4E4	u	11
4E5	4E5	s	11
4E6	4E6	u	11
4E7	4E7	s	11
4E8	4E8	u	11
4E9	4E9	s	11
4EE	4EE	u	11
4EF	4EF	s	11
4F0	4F0	u	11
4F1	4F1	s	11
4F2	4F2	u	11
4F3	4F3	s	11
4F4	4F4	u	11
4F5	4F5	s	11
4F8	4F8	u	11
4F9	4F9	s	11
524	524	u	11
525	525	s	11
531	556	u	2
561	586	s	2
5D0	5EA	s	28
620	63A	s	1
63D	63D	s	1
641	64A	s	1
64B	652	c	1,51
654	655	c	1,51
660	669	c	1,55,62
670	670	c	1,51
672	672	s	1
674	674	s	1
679	68F	s	1
691	69A	s	1
69F	6A0	s	1
6A2	6A2	s	1
6A4	6AB	s	1
6AD	6B1	s	1
6B3	6B3	s	1
6B5	6B7	s	1
6BA	6BE	s	1
6C0	6D3	s	1
6D5	6D5	s	1
6EE	6EF	s	1
6F0	6F9	c	1
6FF	6FF	s	1
751	752	s	1
756	756	s	1
760	760	s	1
762	763	s	1
766	768	s	1
76A	76A	s	1
76E	771	s	1
780	7A5	s	55
7A6	7B0	c	55
7B1	7B1	s	55
88F	88F	s	1
8A0	8A0	s	1
8A2	8A9	s	1
8BB	8C2	s	1
8C7	8C7	s	1
901	903	c	12
905	90B	s	12
90D	928	s	12
92A	933	s	12
935	939	s	12
93A	93C	c	12
93E	943	c	12
945	94D	c	12
94F	94F	c	12
956	957	c	12
966	96F	c	12,13,31,40
972	977	s	12
97B	97C	s	12
97E	97F	s	12
981	983	c	4
985	98B	s	4
98F	990	s	4
993	9A8	s	4
9AA	9B0	s	4
9B2	9B2	s	4
9B6	9B9	s	4
9BC	9BC	c	4
9BE	9C4	c	4
9C7	9C8	c	4
9CB	9CD	c	4
9CE	9CE	s	4
9E6	9EF	c	4,8,50
9F0	9F1	s	4
A02	A02	c	24
A05	A0A	s	24
A0F	A10	s	24
A13	A28	s	24
A2A	A30	s	24
A32	A32	s	24
A35	A35	s	24
A38	A39	s	24
A3C	A3C	c	24
A3E	A42	c	24
A47	A48	c	24
A4B	A4D	c	24
A5C	A5C	s	24
A70	A71	c	24
A82	A83	c	22
A85	A8D	s	22
A8F	A91	s	22
A93	AA8	s	22
AAA	AB0	s	22
AB2	AB3	s	22
AB5	AB9	s	22
ABC	ABC	c	22
ABE	AC5	c	22
AC7	AC9	c	22
ACB	ACD	c	22
AE6	AEF	c	22,35
B01	B03	c	45
B05	B0B	s	45
B0F	B10	s	45
B13	B28	s	45
B2A	B30	s	45
B32	B33	s	45
B36	B39	s	45
B3C	B3C	c	45
B3E	B43	c	45
B47	B48	c	45
B4B	B4D	c	45
B56	B56	c	45
B5F	B5F	s	45
B71	B71	s	45
B83	B83	s	53
B85	B8A	s	53
B8E	B90	s	53
B92	B95	s	53
B99	B9A	s	53
B9C	B9C	s	53
B9E	B9F	s	53
BA3	BA4	s	53
BA8	BAA	s	53
BAE	BB9	s	53
BBE	BC2	c	53
BC6	BC8	c	53
BCA	BCD	c	53
C02	C03	c	54
C05	C0B	s	54
C0E	C10	s	54
C12	C28	s	54
C2A	C30	s	54
C32	C33	s	54
C35	C39	s	54
C3E	C44	c	54
C46	C48	c	54
C4A	C4D	c	54
C82	C83	c	32
C85	C8B	s	32
C8E	C90	s	32
C92	CA8	s	32
CAA	CB0	s	32
CB2	CB3	s	32
CB5	CB9	s	32
CBE	CC3	c	32
CC6	CC8	c	32
CCA	CCD	c	32
CE6	CEF	c	32,43,61
D02	D03	c	41
D05	D0B	s	41
D0E	D10	s	41
D12	D28	s	41
D2A	D39	s	41
D3E	D43	c	41
D46	D48	c	41
D4A	D4B	c	41
D4D	D4D	c	41
D57	D57	c	41
D7A	D7F	s	41
D82	D83	c	48
D85	D8D	s	48
D91	D96	s	48
D9A	D9D	s	48
D9F	DB1	s	48
DB3	DBB	s	48
DBD	DBD	s	48
DC0	DC6	s	48
DCA	DCA	c	48
DCF	DD4	c	48
DD6	DD6	c	48
DD8	DDE	c	48
DF2	DF2	c	48
E01	E30	s	56
E31	E31	c	56
E32	E32	s	56
E34	E3A	c	56
E40	E46	s	56
E47	E4D	c	56
E50	E59	c	56
E81	E82	s	37
E84	E84	s	37
E87	E88	s	37
E8A	E8A	s	37
E8D	E8D	s	37
E94	E97	s	37
E99	E9F	s	37
EA1	EA3	s	37
EA5	EA5	s	37
EA7	EA7	s	37
EAA	EAB	s	37
EAD	EAE	s	37
EB0	EB0	s	37
EB1	EB1	c	37
EB2	EB2	s	37
EB4	EB9	c	37
EBB	EBC	c	37
EBD	EBD	s	37
EC0	EC4	s	37
EC6	EC6	s	37
EC8	ECD	c	37
ED0	ED9	c	37
F20	F29	c	57
F40	F42	s	57
F44	F47	s	57
F49	F4C	s	57
F4E	F51	s	57
F53	F56	s	57
F58	F5B	s	57
F5D	F68	s	57
F71	F72	c	57
F74	F74	c	57
F7A	F80	c	57
F84	F84	c	57
F90	F92	c	57
F94	F97	c	57
F99	F9C	c	57
F9E	FA1	c	57
FA3	FA6	c	57
FA8	FAB	c	57
FAD	FAD	c	57
FB1	FB8	c	57
FBA	FBC	c	57
1000	102A	s	42
102B	103E	c	42
103F	103F	s	42
1040	1049	c	8,42,52
105A	105D	s	42
105E	1060	c	42
1061	1061	s	42
1062	1064	c	42
1075	1081	s	42
1082	108A	c	42
108F	108F	c	42
10C7	10C7	u	17
10CD	10CD	u	17
10D0	10F0	s	17
1200	1206	s	16
1208	1248	s	16
124A	124D	s	16
1250	1256	s	16
1258	1258	s	16
125A	125D	s	16
1260	1286	s	16
1288	1288	s	16
128A	128D	s	16
1290	12AE	s	16
12B0	12B0	s	16
12B2	12B5	s	16
12B8	12BE	s	16
12C0	12C0	s	16
12C2	12C5	s	16
12C8	12D6	s	16
12D8	12F7	s	16
1300	130E	s	16
1310	1310	s	16
1312	1315	s	16
1318	131E	s	16
1320	1346	s	16
1348	1359	s	16
1780	179C	s	34
179F	17A2	s	34
17A5	17A7	s	34
17AA	17B3	s	34
17B6	17CD	c	34
17D0	17D0	c	34
17D2	17D2	c	34
17E0	17E9	c	34
1C90	1CBA	u	17
1CBD	1CBF	u	17
1E0C	1E0C	u	0
1E0D	1E0D	s	0
1E12	1E12	u	0
1E13	1E13	s	0
1E20	1E20	u	0
1E21	1E21	s	0
1E24	1E24	u	0
1E25	1E25	s	0
1E36	1E36	u	0
1E37	1E37	s	0
1E3C	1E3C	u	0
1E3D	1E3D	s	0
1E3E	1E3E	u	0
1E3F	1E3F	s	0
1E42	1E42	u	0
1E43	1E43	s	0
1E44	1E44	u	0
1E45	1E45	s	0
1E46	1E46	u	0
1E47	1E47	s	0
1E48	1E48	u	0
1E49	1E49	s	0
1E4A	1E4A	u	0
1E4B	1E4B	s	0
1E5A	1E5A	u	0
1E5B	1E5B	s	0
1E62	1E62	u	0
1E63	1E63	s	0
1E6C	1E6C	u	0
1E6D	1E6D	s	0
1E70	1E70	u	0
1E71	1E71	s	0
1E8C	1E8C	u	0
1E8D	1E8D	s	0
1E92	1E92	u	0
1E93	1E93	s	0
1E9E	1E9E	u	0
1EA0	1EA0	u	0
1EA1	1EA1	s	0
1EA2	1EA2	u	0
1EA3	1EA3	s	0
1EA4	1EA4	u	0
1EA5	1EA5	s	0
1EA6	1EA6	u	0
1EA7	1EA7	s	0
1EA8	1EA8	u	0
1EA9	1EA9	s	0
1EAA	1EAA	u	0
1EAB	1EAB	s	0
1EAC	1EAC	u	0
1EAD	1EAD	s	0
1EAE	1EAE	u	0
1EAF	1EAF	s	0
1EB0	1EB0	u	0
1EB1	1EB1	s	0
1EB2	1EB2	u	0
1EB3	1EB3	s	0
1EB4	1EB4	u	0
1EB5	1EB5	s	0
1EB6	1EB6	u	0
1EB7	1EB7	s	0
1EB8	1EB8	u	0
1EB9	1EB9	s	0
1EBA	1EBA	u	0
1EBB	1EBB	s	0
1EBC	1EBC	u	0
1EBD	1EBD	s	0
1EBE	1EBE	u	0
1EBF	1EBF	s	0
1EC0	1EC0	u	0
1EC1	1EC1	s	0
1EC2	1EC2	u	0
1EC3	1EC3	s	0
1EC4	1EC4	u	0
1EC5	1EC5	s	0
1EC6	1EC6	u	0
1EC7	1EC7	s	0
1EC8	1EC8	u	0
1EC9	1EC9	s	0
1ECA	1ECA	u	0
1ECB	1ECB	s	0
