# Generated by src/org/elixir_lang/annotator/unicode_security/generate.exs from https://github.com/elixir-lang/elixir/tree/81d6007410b3ae43e279cfb689bd03ffc5f06830/lib/elixir/unicode
# for Elixir 1.14.5. Do not edit.
#
#     <first code point>\t<last code point>\t<u upper, s start, c continue>\t<script set: indexes into scripts, or * for all>
scripts	Latin	Arabic	Armenian	Bengali	Bopomofo	Chakma	Cyrillic	Devanagari	Dogra	Ethiopic	Georgian	Grantha	Greek	Gujarati	Gurmukhi	Han	Han with Bopomofo	Hangul	Hebrew	Hiragana	Japanese	Kaithi	Kannada	Katakana	Khmer	Khojki	Korean	Lao	Mahajani	Malayalam	Multani	Myanmar	Nandinagari	Oriya	Sinhala	Syloti_Nagri	Syriac	Tai_Le	Tamil	Telugu	Thaana	Thai	Tibetan	Yezidi
B7	B7	c	*
C0	D6	u	0
D8	DE	u	0
DF	F6	s	0
F8	FF	s	0
100	100	u	0
101	101	s	0
102	102	u	0
103	103	s	0
104	104	u	0
105	105	s	0
106	106	u	0
107	107	s	0
108	108	u	0
109	109	s	0
10A	10A	u	0
10B	10B	s	0
10C	10C	u	0
10D	10D	s	0
10E	10E	u	0
10F	10F	s	0
110	110	u	0
111	111	s	0
112	112	u	0
113	113	s	0
114	114	u	0
115	115	s	0
116	116	u	0
117	117	s	0
118	118	u	0
119	119	s	0
11A	11A	u	0
11B	11B	s	0
11C	11C	u	0
11D	11D	s	0
11E	11E	u	0
11F	11F	s	0
120	120	u	0
121	121	s	0
122	122	u	0
123	123	s	0
124	124	u	0
125	125	s	0
126	126	u	0
127	127	s	0
128	128	u	0
129	129	s	0
12A	12A	u	0
12B	12B	s	0
12C	12C	u	0
12D	12D	s	0
12E	12E	u	0
12F	12F	s	0
130	130	u	0
131	131	s	0
134	134	u	0
135	135	s	0
136	136	u	0
137	138	s	0
139	139	u	0
13A	13A	s	0
13B	13B	u	0
13C	13C	s	0
13D	13D	u	0
13E	13E	s	0
141	141	u	0
142	142	s	0
143	143	u	0
144	144	s	0
145	145	u	0
146	146	s	0
147	147	u	0
148	148	s	0
14A	14A	u	0
14B	14B	s	0
14C	14C	u	0
14D	14D	s	0
14E	14E	u	0
14F	14F	s	0
150	150	u	0
151	151	s	0
152	152	u	0
153	153	s	0
154	154	u	0
155	155	s	0
156	156	u	0
157	157	s	0
158	158	u	0
159	159	s	0
15A	15A	u	0
15B	15B	s	0
15C	15C	u	0
15D	15D	s	0
15E	15E	u	0
15F	15F	s	0
160	160	u	0
161	161	s	0
162	162	u	0
163	163	s	0
164	164	u	0
165	165	s	0
166	166	u	0
167	167	s	0
168	168	u	0
169	169	s	0
16A	16A	u	0
16B	16B	s	0
16C	16C	u	0
16D	16D	s	0
16E	16E	u	0
16F	16F	s	0
170	170	u	0
171	171	s	0
172	172	u	0
173	173	s	0
174	174	u	0
175	175	s	0
176	176	u	0
177	177	s	0
178	179	u	0
17A	17A	s	0
17B	17B	u	0
17C	17C	s	0
17D	17D	u	0
17E	17E	s	0
18F	18F	u	0
1A0	1A0	u	0
1A1	1A1	s	0
1AF	1AF	u	0
1B0	1B0	s	0
1CD	1CD	u	0
1CE	1CE	s	0
1CF	1CF	u	0
1D0	1D0	s	0
1D1	1D1	u	0
1D2	1D2	s	0
1D3	1D3	u	0
1D4	1D4	s	0
1D5	1D5	u	0
1D6	1D6	s	0
1D7	1D7	u	0
1D8	1D8	s	0
1D9	1D9	u	0
1DA	1DA	s	0
1DB	1DB	u	0
1DC	1DC	s	0
1DE	1DE	u	0
1DF	1DF	s	0
1E0	1E0	u	0
1E1	1E1	s	0
1E2	1E2	u	0
1E3	1E3	s	0
1E6	1E6	u	0
1E7	1E7	s	0
1E8	1E8	u	0
1E9	1E9	s	0
1EA	1EA	u	0
1EB	1EB	s	0
1EC	1EC	u	0
1ED	1ED	s	0
1EE	1EE	u	0
1EF	1F0	s	0
1F4	1F4	u	0
1F5	1F5	s	0
1F8	1F8	u	0
1F9	1F9	s	0
1FA	1FA	u	0
1FB	1FB	s	0
1FC	1FC	u	0
1FD	1FD	s	0
1FE	1FE	u	0
1FF	1FF	s	0
200	200	u	0
201	201	s	0
202	202	u	0
203	203	s	0
204	204	u	0
205	205	s	0
206	206	u	0
207	207	s	0
208	208	u	0
209	209	s	0
20A	20A	u	0
20B	20B	s	0
20C	20C	u	0
20D	20D	s	0
20E	20E	u	0
20F	20F	s	0
210	210	u	0
211	211	s	0
212	212	u	0
213	213	s	0
214	214	u	0
215	215	s	0
216	216	u	0
217	217	s	0
218	218	u	0
219	219	s	0
21A	21A	u	0
21B	21B	s	0
21E	21E	u	0
21F	21F	s	0
226	226	u	0
227	227	s	0
228	228	u	0
229	229	s	0
22A	22A	u	0
22B	22B	s	0
22C	22C	u	0
22D	22D	s	0
22E	22E	u	0
22F	22F	s	0
230	230	u	0
231	231	s	0
232	232	u	0
233	233	s	0
259	259	s	0
2BB	2BC	s	*
2EC	2EC	s	*
300	304	c	*
306	30C	c	*
30F	311	c	*
313	314	c	*
31B	31B	c	*
323	328	c	*
32D	32E	c	*
330	331	c	*
335	335	c	*
338	339	c	*
342	342	c	12
345	345	c	12
37B	37D	s	12
386	386	u	12
388	38A	u	12
38C	38C	u	12
38E	38F	u	12
390	390	s	12
391	3A1	u	12
3A3	3AB	u	12
3AC	3BB	s	12
3BC	3BC	s	*
3BD	3CE	s	12
3FC	3FC	s	12
3FD	3FF	u	12
400	42F	u	6
430	45F	s	6
48A	48A	u	6
48B	48B	s	6
48C	48C	u	6
48D	48D	s	6
48E	48E	u	6
48F	48F	s	6
490	490	u	6
491	491	s	6
492	492	u	6
493	493	s	6
494	494	u	6
495	495	s	6
496	496	u	6
497	497	s	6
498	498	u	6
499	499	s	6
49A	49A	u	6
49B	49B	s	6
49C	49C	u	6
49D	49D	s	6
49E	49E	u	6
49F	49F	s	6
4A0	4A0	u	6
4A1	4A1	s	6
4A2	4A2	u	6
4A3	4A3	s	6
4A4	4A4	u	6
4A5	4A5	s	6
4A6	4A6	u	6
4A7	4A7	s	6
4A8	4A8	u	6
4A9	4A9	s	6
4AA	4AA	u	6
4AB	4AB	s	6
4AC	4AC	u	6
4AD	4AD	s	6
4AE	4AE	u	6
4AF	4AF	s	6
4B0	4B0	u	6
4B1	4B1	s	6
4B2	4B2	u	6
4B3	4B3	s	6
4B4	4B4	u	6
4B5	4B5	s	6
4B6	4B6	u	6
4B7	4B7	s	6
4B8	4B8	u	6
4B9	4B9	s	6
4BA	4BA	u	6
4BB	4BB	s	6
4BC	4BC	u	6
4BD	4BD	s	6
4BE	4BE	u	6
4BF	4BF	s	6
4C0	4C1	u	6
4C2	4C2	s	6
4C3	4C3	u	6
4C4	4C4	s	6
4C5	4C5	u	6
4C6	4C6	s	6
4C7	4C7	u	6
4C8	4C8	s	6
4C9	4C9	u	6
4CA	4CA	s	6
4CB	4CB	u	6
4CC	4CC	s	6
4CD	4CD	u	6
4CE	4CF	s	6
4D0	4D0	u	6
4D1	4D1	s	6
4D2	4D2	u	6
4D3	4D3	s	6
4D4	4D4	u	6
4D5	4D5	s	6
4D6	4D6	u	6
4D7	4D7	s	6
4D8	4D8	u	6
4D9	4D9	s	6
4DA	4DA	u	6
4DB	4DB	s	6
4DC	4DC	u	6
4DD	4DD	s	6
4DE	4DE	u	6
4DF	4DF	s	6
4E0	4E0	u	6
4E1	4E1	s	6
4E2	4E2	u	6
4E3	4E3	s	6
4E4	4E4	u	6
4E5	4E5	s	6
4E6	4E6	u	6
4E7	4E7	s	6
4E8	4E8	u	6
4E9	4E9	s	6
4EA	4EA	u	6
4EB	4EB	s	6
4EC	4EC	u	6
4ED	4ED	s	6
4EE	4EE	u	6
4EF	4EF	s	6
4F0	4F0	u	6
4F1	4F1	s	6
4F2	4F2	u	6
4F3	4F3	s	6
4F4	4F4	u	6
4F5	4F5	s	6
4F6	4F6	u	6
4F7	4F7	s	6
4F8	4F8	u	6
4F9	4F9	s	6
4FA	4FA	u	6
4FB	4FB	s	6
4FC	4FC	u	6
4FD	4FD	s	6
4FE	4FE	u	6
4FF	4FF	s	6
510	510	u	6
511	511	s	6
512	512	u	6
513	513	s	6
514	514	u	6
515	515	s	6
516	516	u	6
517	517	s	6
518	518	u	6
519	519	s	6
51A	51A	u	6
51B	51B	s	6
51C	51C	u	6
51D	51D	s	6
51E	51E	u	6
51F	51F	s	6
520	520	u	6
521	521	s	6
522	522	u	6
523	523	s	6
524	524	u	6
525	525	s	6
526	526	u	6
527	527	s	6
528	528	u	6
529	529	s	6
52E	52E	u	6
52F	52F	s	6
531	556	u	2
559	559	s	2
561	586	s	2
5B4	5B4	c	18
5D0	5EA	s	18
5EF	5F2	s	18
620	63F	s	1
641	64A	s	1
64B	655	c	1,36
660	669	c	1,40,43
670	670	c	1,36
671	672	s	1
674	674	s	1
679	68D	s	1
68F	6A0	s	1
6A2	6D3	s	1
6D5	6D5	s	1
6E5	6E6	s	1
6EE	6EF	s	1
6F0	6F9	c	1
6FA	6FC	s	1
6FF	6FF	s	1
750	77F	s	1
780	7A5	s	40
7A6	7B0	c	40
7B1	7B1	s	40
870	887	s	1
889	88E	s	1
8A0	8AC	s	1
8B2	8B2	s	1
8B5	8C9	s	1
901	903	c	7
904	939	s	7
93A	93C	c	7
93D	93D	s	7
93E	94D	c	7
94F	94F	c	7
950	950	s	7
956	957	c	7
960	961	s	7
962	963	c	7
966	96F	c	7,8,21,28
971	977	s	7
979	97F	s	7
981	983	c	3
985	98C	s	3
98F	990	s	3
993	9A8	s	3
9AA	9B0	s	3
9B2	9B2	s	3
9B6	9B9	s	3
9BC	9BC	c	3
9BD	9BD	s	3
9BE	9C4	c	3
9C7	9C8	c	3
9CB	9CD	c	3
9CE	9CE	s	3
9D7	9D7	c	3
9E0	9E1	s	3
9E2	9E3	c	3
9E6	9EF	c	3,5,35
9F0	9F1	s	3
9FE	9FE	c	3
A01	A03	c	14
A05	A0A	s	14
A0F	A10	s	14
A13	A28	s	14
A2A	A30	s	14
A32	A32	s	14
A35	A35	s	14
A38	A39	s	14
A3C	A3C	c	14
A3E	A42	c	14
A47	A48	c	14
A4B	A4D	c	14
